id,name,brunch,lat,lngs
2b7bfbb2-dd5c-4e99-b62b-2a0aaf6ad7ca,Локомотив,14,55.803621,37.7459602
9766ca86-296f-424f-ac11-29b6e46e32f7,Измайлово,14,55.7891802,37.7430119
0d7d9119-d40e-4530-ac0b-0a7806fee7a8,Соколиная Гора,14,55.7713234,37.7449733
539caff1-db7b-42e1-bc69-2b8997b7cbca,Андроновка,14,55.7470515,37.7377294
a4830502-e968-40e5-a5c5-00c6df1c73c4,Новохохловская,14,55.7241462,37.7168875
def74519-4998-4e65-8656-35a35a8aa306,Угрешская,14,55.7184419,37.6976978
ea7cc5e5-f5d9-48e5-a008-86ebe093f62d,ЗИЛ,14,55.691530650000004,37.64138176637787
78f6f022-e5f2-4691-926a-f54b608957fb,Верхние Котлы,14,55.6901033,37.6188836
53df68ed-09f5-444f-967a-28053e1e3ef2,Крымская,14,55.6899099,37.6057799
fd172caa-081d-4eea-9c4a-d817a077ca55,Площадь Гагарина,14,55.7069533,37.5863689
f46e1676-9c72-4f9e-ae22-ec4cb605732c,Лужники,14,55.71573425,37.55537609000591
46aa2c4d-30a3-4e12-87dc-04baa3c9fa5d,Деловой центр,14,55.7475488,37.5319053
2b1b0afd-2e46-4b49-a202-1db3fd372583,Хорошёво,14,55.7771437,37.507379
ace5b5d2-5793-44c6-812a-685d20ee37d4,Зорге,14,55.7884942,37.5043625
1837ca6e-cc55-4512-8d61-bd2bcf905a7f,Панфиловская,14,55.7990098,37.4990272
67e23dc2-3457-445c-9fb0-8ad214692c01,Стрешнево,14,55.8136972,37.4869307
1e16faf6-a9b8-42a5-bda0-6382cb8d4f07,Балтийская,14,55.825887,37.4964047
9c355dfd-d0f4-4f9c-a4e6-ba523f06c6bd,Коптево,14,55.8396193,37.5201074
cc5dc3d7-ce7f-4d26-9d5a-fc666f777638,Косино,15,55.7034168,37.8510317
5f3cdbea-e3ee-4723-9922-aeda07b33b2a,Некрасовка,15,55.7028909,37.9281784
